,Date (LST),Year,Month,Day,Hour,Value,QC Name
2444,4/11/2016 20:00,2016,4,11,20,55,Valid
2445,4/11/2016 21:00,2016,4,11,21,57,Valid
2446,4/11/2016 22:00,2016,4,11,22,51,Valid
2447,4/11/2016 23:00,2016,4,11,23,59,Valid
2448,4/12/2016 0:00,2016,4,12,0,52,Valid
2449,4/12/2016 1:00,2016,4,12,1,55,Valid
2450,4/12/2016 2:00,2016,4,12,2,60,Valid
2451,4/12/2016 3:00,2016,4,12,3,69,Valid
2452,4/12/2016 4:00,2016,4,12,4,91,Valid
2453,4/12/2016 5:00,2016,4,12,5,64,Valid
2454,4/12/2016 6:00,2016,4,12,6,62,Valid
2455,4/12/2016 7:00,2016,4,12,7,68,Valid
2456,4/12/2016 8:00,2016,4,12,8,70,Valid
2457,4/12/2016 9:00,2016,4,12,9,69,Valid
2458,4/12/2016 10:00,2016,4,12,10,67,Valid
2459,4/12/2016 11:00,2016,4,12,11,69,Valid
2460,4/12/2016 12:00,2016,4,12,12,80,Valid
2461,4/12/2016 13:00,2016,4,12,13,79,Valid
2462,4/12/2016 14:00,2016,4,12,14,82,Valid
2463,4/12/2016 15:00,2016,4,12,15,64,Valid
2464,4/12/2016 16:00,2016,4,12,16,61,Valid
2465,4/12/2016 17:00,2016,4,12,17,68,Valid
2466,4/12/2016 18:00,2016,4,12,18,64,Valid
2467,4/12/2016 19:00,2016,4,12,19,64,Valid
2468,4/12/2016 20:00,2016,4,12,20,70,Valid
2469,4/12/2016 21:00,2016,4,12,21,64,Valid
2470,4/12/2016 22:00,2016,4,12,22,81,Valid
2471,4/12/2016 23:00,2016,4,12,23,83,Valid
2472,4/13/2016 0:00,2016,4,13,0,96,Valid
2473,4/13/2016 1:00,2016,4,13,1,103,Valid
2474,4/13/2016 2:00,2016,4,13,2,111,Valid
2475,4/13/2016 3:00,2016,4,13,3,113,Valid
2476,4/13/2016 4:00,2016,4,13,4,122,Valid
2477,4/13/2016 5:00,2016,4,13,5,144,Valid
2478,4/13/2016 6:00,2016,4,13,6,170,Valid
2479,4/13/2016 7:00,2016,4,13,7,192,Valid
2480,4/13/2016 8:00,2016,4,13,8,208,Valid
2481,4/13/2016 9:00,2016,4,13,9,194,Valid
2482,4/13/2016 10:00,2016,4,13,10,227,Valid
2483,4/13/2016 11:00,2016,4,13,11,217,Valid
2484,4/13/2016 12:00,2016,4,13,12,249,Valid
2485,4/13/2016 13:00,2016,4,13,13,247,Valid
2486,4/13/2016 14:00,2016,4,13,14,214,Valid
2487,4/13/2016 15:00,2016,4,13,15,139,Valid
2488,4/13/2016 16:00,2016,4,13,16,60,Valid
2489,4/13/2016 17:00,2016,4,13,17,70,Valid
2490,4/13/2016 18:00,2016,4,13,18,27,Valid
2491,4/13/2016 19:00,2016,4,13,19,14,Valid
2492,4/13/2016 20:00,2016,4,13,20,42,Valid
2493,4/13/2016 21:00,2016,4,13,21,17,Valid
2494,4/13/2016 22:00,2016,4,13,22,17,Valid
2495,4/13/2016 23:00,2016,4,13,23,18,Valid
2496,4/14/2016 0:00,2016,4,14,0,19,Valid
2497,4/14/2016 1:00,2016,4,14,1,21,Valid
2498,4/14/2016 2:00,2016,4,14,2,38,Valid
2499,4/14/2016 3:00,2016,4,14,3,57,Valid
2500,4/14/2016 4:00,2016,4,14,4,47,Valid
2501,4/14/2016 5:00,2016,4,14,5,28,Valid
2502,4/14/2016 6:00,2016,4,14,6,53,Valid
2503,4/14/2016 7:00,2016,4,14,7,9,Valid
2504,4/14/2016 8:00,2016,4,14,8,30,Valid
2505,4/14/2016 9:00,2016,4,14,9,61,Valid
2506,4/14/2016 10:00,2016,4,14,10,52,Valid
2507,4/14/2016 11:00,2016,4,14,11,8,Valid
2508,4/14/2016 12:00,2016,4,14,12,8,Valid
2509,4/14/2016 13:00,2016,4,14,13,11,Valid
2510,4/14/2016 14:00,2016,4,14,14,16,Valid
2511,4/14/2016 15:00,2016,4,14,15,31,Valid
2512,4/14/2016 16:00,2016,4,14,16,28,Valid
2513,4/14/2016 17:00,2016,4,14,17,26,Valid
2514,4/14/2016 18:00,2016,4,14,18,67,Valid
2515,4/14/2016 19:00,2016,4,14,19,52,Valid
2516,4/14/2016 20:00,2016,4,14,20,33,Valid
2517,4/14/2016 21:00,2016,4,14,21,34,Valid
2518,4/14/2016 22:00,2016,4,14,22,34,Valid
2519,4/14/2016 23:00,2016,4,14,23,37,Valid
2520,4/15/2016 0:00,2016,4,15,0,47,Valid
2521,4/15/2016 1:00,2016,4,15,1,30,Valid
2522,4/15/2016 2:00,2016,4,15,2,28,Valid
2523,4/15/2016 3:00,2016,4,15,3,34,Valid
2524,4/15/2016 4:00,2016,4,15,4,40,Valid
2525,4/15/2016 5:00,2016,4,15,5,45,Valid
2526,4/15/2016 6:00,2016,4,15,6,55,Valid
2527,4/15/2016 7:00,2016,4,15,7,79,Valid
2528,4/15/2016 8:00,2016,4,15,8,86,Valid
2529,4/15/2016 9:00,2016,4,15,9,105,Valid
2530,4/15/2016 10:00,2016,4,15,10,67,Valid
2531,4/15/2016 11:00,2016,4,15,11,76,Valid
2532,4/15/2016 12:00,2016,4,15,12,78,Valid
2533,4/15/2016 13:00,2016,4,15,13,167,Valid
2534,4/15/2016 14:00,2016,4,15,14,93,Valid
2535,4/15/2016 15:00,2016,4,15,15,128,Valid
2536,4/15/2016 16:00,2016,4,15,16,93,Valid
2537,4/15/2016 17:00,2016,4,15,17,93,Valid
2538,4/15/2016 18:00,2016,4,15,18,98,Valid
2539,4/15/2016 19:00,2016,4,15,19,102,Valid
2540,4/15/2016 20:00,2016,4,15,20,103,Valid
2541,4/15/2016 21:00,2016,4,15,21,80,Valid
2542,4/15/2016 22:00,2016,4,15,22,47,Valid
2543,4/15/2016 23:00,2016,4,15,23,46,Valid
2544,4/16/2016 0:00,2016,4,16,0,36,Valid
2545,4/16/2016 1:00,2016,4,16,1,25,Valid
2546,4/16/2016 2:00,2016,4,16,2,21,Valid
2547,4/16/2016 3:00,2016,4,16,3,18,Valid
2548,4/16/2016 4:00,2016,4,16,4,17,Valid
2549,4/16/2016 5:00,2016,4,16,5,22,Valid
2550,4/16/2016 6:00,2016,4,16,6,21,Valid
2551,4/16/2016 7:00,2016,4,16,7,28,Valid
2552,4/16/2016 8:00,2016,4,16,8,68,Valid
2553,4/16/2016 9:00,2016,4,16,9,117,Valid
2554,4/16/2016 10:00,2016,4,16,10,77,Valid
2555,4/16/2016 11:00,2016,4,16,11,35,Valid
2556,4/16/2016 12:00,2016,4,16,12,21,Valid
2557,4/16/2016 13:00,2016,4,16,13,23,Valid
2558,4/16/2016 14:00,2016,4,16,14,20,Valid
2559,4/16/2016 15:00,2016,4,16,15,6,Valid
2560,4/16/2016 16:00,2016,4,16,16,5,Valid
2561,4/16/2016 17:00,2016,4,16,17,7,Valid
2562,4/16/2016 18:00,2016,4,16,18,5,Valid
2563,4/16/2016 19:00,2016,4,16,19,12,Valid
2564,4/16/2016 20:00,2016,4,16,20,11,Valid
2565,4/16/2016 21:00,2016,4,16,21,13,Valid
2566,4/16/2016 22:00,2016,4,16,22,17,Valid
2567,4/16/2016 23:00,2016,4,16,23,13,Valid
2568,4/17/2016 0:00,2016,4,17,0,16,Valid
2569,4/17/2016 1:00,2016,4,17,1,11,Valid
2570,4/17/2016 2:00,2016,4,17,2,13,Valid
2571,4/17/2016 3:00,2016,4,17,3,15,Valid
2572,4/17/2016 4:00,2016,4,17,4,9,Valid
2573,4/17/2016 5:00,2016,4,17,5,14,Valid
2574,4/17/2016 6:00,2016,4,17,6,13,Valid
2575,4/17/2016 7:00,2016,4,17,7,13,Valid
2576,4/17/2016 8:00,2016,4,17,8,13,Valid
2577,4/17/2016 9:00,2016,4,17,9,13,Valid
2578,4/17/2016 10:00,2016,4,17,10,11,Valid
2579,4/17/2016 11:00,2016,4,17,11,14,Valid
2580,4/17/2016 12:00,2016,4,17,12,12,Valid
2581,4/17/2016 13:00,2016,4,17,13,12,Valid
2582,4/17/2016 14:00,2016,4,17,14,12,Valid
2583,4/17/2016 15:00,2016,4,17,15,12,Valid
2584,4/17/2016 16:00,2016,4,17,16,15,Valid
2585,4/17/2016 17:00,2016,4,17,17,11,Valid
2586,4/17/2016 18:00,2016,4,17,18,12,Valid
2587,4/17/2016 19:00,2016,4,17,19,10,Valid
2588,4/17/2016 20:00,2016,4,17,20,15,Valid
2589,4/17/2016 21:00,2016,4,17,21,11,Valid
2590,4/17/2016 22:00,2016,4,17,22,17,Valid
2591,4/17/2016 23:00,2016,4,17,23,7,Valid
2592,4/18/2016 0:00,2016,4,18,0,6,Valid
2593,4/18/2016 1:00,2016,4,18,1,8,Valid
2594,4/18/2016 2:00,2016,4,18,2,10,Valid
2595,4/18/2016 3:00,2016,4,18,3,17,Valid
2596,4/18/2016 4:00,2016,4,18,4,16,Valid
2597,4/18/2016 5:00,2016,4,18,5,9,Valid
2598,4/18/2016 6:00,2016,4,18,6,10,Valid
2599,4/18/2016 7:00,2016,4,18,7,14,Valid
2600,4/18/2016 8:00,2016,4,18,8,15,Valid
2601,4/18/2016 9:00,2016,4,18,9,15,Valid
2602,4/18/2016 10:00,2016,4,18,10,15,Valid
2603,4/18/2016 11:00,2016,4,18,11,17,Valid
2604,4/18/2016 12:00,2016,4,18,12,14,Valid
2605,4/18/2016 13:00,2016,4,18,13,16,Valid
2606,4/18/2016 14:00,2016,4,18,14,18,Valid
2607,4/18/2016 15:00,2016,4,18,15,19,Valid
2608,4/18/2016 16:00,2016,4,18,16,12,Valid
2609,4/18/2016 17:00,2016,4,18,17,13,Valid
2610,4/18/2016 18:00,2016,4,18,18,13,Valid
2611,4/18/2016 19:00,2016,4,18,19,16,Valid
2612,4/18/2016 20:00,2016,4,18,20,19,Valid
2613,4/18/2016 21:00,2016,4,18,21,28,Valid
2614,4/18/2016 22:00,2016,4,18,22,28,Valid
2615,4/18/2016 23:00,2016,4,18,23,30,Valid
2616,4/19/2016 0:00,2016,4,19,0,32,Valid
2617,4/19/2016 1:00,2016,4,19,1,30,Valid
2618,4/19/2016 2:00,2016,4,19,2,33,Valid
2619,4/19/2016 3:00,2016,4,19,3,31,Valid
2620,4/19/2016 4:00,2016,4,19,4,38,Valid
2621,4/19/2016 5:00,2016,4,19,5,59,Valid
2622,4/19/2016 6:00,2016,4,19,6,68,Valid
2623,4/19/2016 7:00,2016,4,19,7,68,Valid
2624,4/19/2016 8:00,2016,4,19,8,70,Valid
2625,4/19/2016 9:00,2016,4,19,9,76,Valid
2626,4/19/2016 10:00,2016,4,19,10,75,Valid
2627,4/19/2016 11:00,2016,4,19,11,77,Valid
2628,4/19/2016 12:00,2016,4,19,12,73,Valid
2629,4/19/2016 13:00,2016,4,19,13,85,Valid
2630,4/19/2016 14:00,2016,4,19,14,83,Valid
2631,4/19/2016 15:00,2016,4,19,15,85,Valid
2632,4/19/2016 16:00,2016,4,19,16,84,Valid
2633,4/19/2016 17:00,2016,4,19,17,83,Valid
2634,4/19/2016 18:00,2016,4,19,18,76,Valid
2635,4/19/2016 19:00,2016,4,19,19,67,Valid
2636,4/19/2016 20:00,2016,4,19,20,72,Valid
2637,4/19/2016 21:00,2016,4,19,21,68,Valid
2638,4/19/2016 22:00,2016,4,19,22,68,Valid
2639,4/19/2016 23:00,2016,4,19,23,65,Valid
2640,4/20/2016 0:00,2016,4,20,0,73,Valid
2641,4/20/2016 1:00,2016,4,20,1,55,Valid
2642,4/20/2016 2:00,2016,4,20,2,75,Valid
2643,4/20/2016 3:00,2016,4,20,3,78,Valid
2644,4/20/2016 4:00,2016,4,20,4,56,Valid
2645,4/20/2016 5:00,2016,4,20,5,55,Valid
2646,4/20/2016 6:00,2016,4,20,6,78,Valid
2647,4/20/2016 7:00,2016,4,20,7,51,Valid
2648,4/20/2016 8:00,2016,4,20,8,51,Valid
2649,4/20/2016 9:00,2016,4,20,9,57,Valid
2650,4/20/2016 10:00,2016,4,20,10,70,Valid
2651,4/20/2016 11:00,2016,4,20,11,83,Valid
2652,4/20/2016 12:00,2016,4,20,12,87,Valid
2653,4/20/2016 13:00,2016,4,20,13,67,Valid
2654,4/20/2016 14:00,2016,4,20,14,44,Valid
2655,4/20/2016 15:00,2016,4,20,15,35,Valid
2656,4/20/2016 16:00,2016,4,20,16,39,Valid
2657,4/20/2016 17:00,2016,4,20,17,39,Valid
2658,4/20/2016 18:00,2016,4,20,18,40,Valid
2659,4/20/2016 19:00,2016,4,20,19,68,Valid
2660,4/20/2016 20:00,2016,4,20,20,58,Valid
2661,4/20/2016 21:00,2016,4,20,21,66,Valid
2662,4/20/2016 22:00,2016,4,20,22,65,Valid
2663,4/20/2016 23:00,2016,4,20,23,67,Valid
2664,4/21/2016 0:00,2016,4,21,0,78,Valid
2665,4/21/2016 1:00,2016,4,21,1,78,Valid
2666,4/21/2016 2:00,2016,4,21,2,87,Valid
2667,4/21/2016 3:00,2016,4,21,3,95,Valid
2668,4/21/2016 4:00,2016,4,21,4,101,Valid
2669,4/21/2016 5:00,2016,4,21,5,115,Valid
2670,4/21/2016 6:00,2016,4,21,6,120,Valid
2671,4/21/2016 7:00,2016,4,21,7,184,Valid
2672,4/21/2016 8:00,2016,4,21,8,202,Valid
2673,4/21/2016 9:00,2016,4,21,9,198,Valid
2674,4/21/2016 10:00,2016,4,21,10,203,Valid
2675,4/21/2016 11:00,2016,4,21,11,180,Valid
2676,4/21/2016 12:00,2016,4,21,12,153,Valid
2677,4/21/2016 13:00,2016,4,21,13,116,Valid
2678,4/21/2016 14:00,2016,4,21,14,69,Valid
2679,4/21/2016 15:00,2016,4,21,15,48,Valid
2680,4/21/2016 16:00,2016,4,21,16,46,Valid
2681,4/21/2016 17:00,2016,4,21,17,72,Valid
2682,4/21/2016 18:00,2016,4,21,18,90,Valid
2683,4/21/2016 19:00,2016,4,21,19,56,Valid
2684,4/21/2016 20:00,2016,4,21,20,15,Valid
2685,4/21/2016 21:00,2016,4,21,21,35,Valid
2686,4/21/2016 22:00,2016,4,21,22,31,Valid
2687,4/21/2016 23:00,2016,4,21,23,39,Valid
2688,4/22/2016 0:00,2016,4,22,0,39,Valid
2689,4/22/2016 1:00,2016,4,22,1,44,Valid
2690,4/22/2016 2:00,2016,4,22,2,40,Valid
2691,4/22/2016 3:00,2016,4,22,3,30,Valid
2692,4/22/2016 4:00,2016,4,22,4,29,Valid
2693,4/22/2016 5:00,2016,4,22,5,27,Valid
2694,4/22/2016 6:00,2016,4,22,6,24,Valid
2695,4/22/2016 7:00,2016,4,22,7,19,Valid
2696,4/22/2016 8:00,2016,4,22,8,24,Valid
2697,4/22/2016 9:00,2016,4,22,9,29,Valid
2698,4/22/2016 10:00,2016,4,22,10,29,Valid
2699,4/22/2016 11:00,2016,4,22,11,18,Valid
2700,4/22/2016 12:00,2016,4,22,12,23,Valid
2701,4/22/2016 13:00,2016,4,22,13,21,Valid
2702,4/22/2016 14:00,2016,4,22,14,9,Valid
2703,4/22/2016 15:00,2016,4,22,15,12,Valid
2704,4/22/2016 16:00,2016,4,22,16,13,Valid
2705,4/22/2016 17:00,2016,4,22,17,9,Valid
2706,4/22/2016 18:00,2016,4,22,18,66,Valid
2707,4/22/2016 19:00,2016,4,22,19,56,Valid
2708,4/22/2016 20:00,2016,4,22,20,125,Valid
2709,4/22/2016 21:00,2016,4,22,21,25,Valid
2710,4/22/2016 22:00,2016,4,22,22,21,Valid
2711,4/22/2016 23:00,2016,4,22,23,15,Valid
2712,4/23/2016 0:00,2016,4,23,0,17,Valid
2713,4/23/2016 1:00,2016,4,23,1,37,Valid
2714,4/23/2016 2:00,2016,4,23,2,34,Valid
2715,4/23/2016 3:00,2016,4,23,3,31,Valid
2716,4/23/2016 4:00,2016,4,23,4,29,Valid
2717,4/23/2016 5:00,2016,4,23,5,30,Valid
2718,4/23/2016 6:00,2016,4,23,6,27,Valid
2719,4/23/2016 7:00,2016,4,23,7,23,Valid
2720,4/23/2016 8:00,2016,4,23,8,19,Valid
2721,4/23/2016 9:00,2016,4,23,9,10,Valid
2722,4/23/2016 10:00,2016,4,23,10,35,Valid
2723,4/23/2016 11:00,2016,4,23,11,30,Valid
2724,4/23/2016 12:00,2016,4,23,12,13,Valid
2725,4/23/2016 13:00,2016,4,23,13,29,Valid
2726,4/23/2016 14:00,2016,4,23,14,36,Valid
2727,4/23/2016 15:00,2016,4,23,15,29,Valid
2728,4/23/2016 16:00,2016,4,23,16,18,Valid
2729,4/23/2016 17:00,2016,4,23,17,26,Valid
2730,4/23/2016 18:00,2016,4,23,18,24,Valid
2731,4/23/2016 19:00,2016,4,23,19,26,Valid
2732,4/23/2016 20:00,2016,4,23,20,36,Valid
2733,4/23/2016 21:00,2016,4,23,21,39,Valid
2734,4/23/2016 22:00,2016,4,23,22,49,Valid
2735,4/23/2016 23:00,2016,4,23,23,37,Valid
2736,4/24/2016 0:00,2016,4,24,0,40,Valid
2737,4/24/2016 1:00,2016,4,24,1,49,Valid
2738,4/24/2016 2:00,2016,4,24,2,46,Valid
2739,4/24/2016 3:00,2016,4,24,3,38,Valid
2740,4/24/2016 4:00,2016,4,24,4,46,Valid
2741,4/24/2016 5:00,2016,4,24,5,54,Valid
2742,4/24/2016 6:00,2016,4,24,6,51,Valid
2743,4/24/2016 7:00,2016,4,24,7,53,Valid
2744,4/24/2016 8:00,2016,4,24,8,56,Valid
2745,4/24/2016 9:00,2016,4,24,9,62,Valid
2746,4/24/2016 10:00,2016,4,24,10,67,Valid
2747,4/24/2016 11:00,2016,4,24,11,66,Valid
2748,4/24/2016 12:00,2016,4,24,12,62,Valid
2749,4/24/2016 13:00,2016,4,24,13,86,Valid
2750,4/24/2016 14:00,2016,4,24,14,118,Valid
2751,4/24/2016 15:00,2016,4,24,15,125,Valid
2752,4/24/2016 16:00,2016,4,24,16,126,Valid
2753,4/24/2016 17:00,2016,4,24,17,118,Valid
2754,4/24/2016 18:00,2016,4,24,18,116,Valid
2755,4/24/2016 19:00,2016,4,24,19,116,Valid
2756,4/24/2016 20:00,2016,4,24,20,94,Valid
2757,4/24/2016 21:00,2016,4,24,21,86,Valid
2758,4/24/2016 22:00,2016,4,24,22,76,Valid
2759,4/24/2016 23:00,2016,4,24,23,59,Valid
2760,4/25/2016 0:00,2016,4,25,0,48,Valid
2761,4/25/2016 1:00,2016,4,25,1,42,Valid
2762,4/25/2016 2:00,2016,4,25,2,59,Valid
2763,4/25/2016 3:00,2016,4,25,3,64,Valid
2764,4/25/2016 4:00,2016,4,25,4,60,Valid
2765,4/25/2016 5:00,2016,4,25,5,67,Valid
2766,4/25/2016 6:00,2016,4,25,6,71,Valid
2767,4/25/2016 7:00,2016,4,25,7,69,Valid
2768,4/25/2016 8:00,2016,4,25,8,80,Valid
2769,4/25/2016 9:00,2016,4,25,9,91,Valid
2770,4/25/2016 10:00,2016,4,25,10,101,Valid
2771,4/25/2016 11:00,2016,4,25,11,115,Valid
2772,4/25/2016 12:00,2016,4,25,12,134,Valid
2773,4/25/2016 13:00,2016,4,25,13,121,Valid
2774,4/25/2016 14:00,2016,4,25,14,84,Valid
2775,4/25/2016 15:00,2016,4,25,15,59,Valid
2776,4/25/2016 16:00,2016,4,25,16,54,Valid
2777,4/25/2016 17:00,2016,4,25,17,57,Valid
2778,4/25/2016 18:00,2016,4,25,18,55,Valid
2779,4/25/2016 19:00,2016,4,25,19,63,Valid
2780,4/25/2016 20:00,2016,4,25,20,133,Valid
2781,4/25/2016 21:00,2016,4,25,21,125,Valid
2782,4/25/2016 22:00,2016,4,25,22,92,Valid
2783,4/25/2016 23:00,2016,4,25,23,74,Valid
2784,4/26/2016 0:00,2016,4,26,0,74,Valid
2785,4/26/2016 1:00,2016,4,26,1,71,Valid
2786,4/26/2016 2:00,2016,4,26,2,70,Valid
2787,4/26/2016 3:00,2016,4,26,3,70,Valid
2788,4/26/2016 4:00,2016,4,26,4,65,Valid
2789,4/26/2016 5:00,2016,4,26,5,67,Valid
2790,4/26/2016 6:00,2016,4,26,6,69,Valid
2791,4/26/2016 7:00,2016,4,26,7,77,Valid
2792,4/26/2016 8:00,2016,4,26,8,72,Valid
2793,4/26/2016 9:00,2016,4,26,9,64,Valid
2794,4/26/2016 10:00,2016,4,26,10,71,Valid
2795,4/26/2016 11:00,2016,4,26,11,80,Valid
2796,4/26/2016 12:00,2016,4,26,12,99,Valid
2797,4/26/2016 13:00,2016,4,26,13,92,Valid
2798,4/26/2016 14:00,2016,4,26,14,78,Valid
2799,4/26/2016 15:00,2016,4,26,15,100,Valid
2800,4/26/2016 16:00,2016,4,26,16,87,Valid
2801,4/26/2016 17:00,2016,4,26,17,81,Valid
2802,4/26/2016 18:00,2016,4,26,18,72,Valid
2803,4/26/2016 19:00,2016,4,26,19,65,Valid
2804,4/26/2016 20:00,2016,4,26,20,63,Valid
2805,4/26/2016 21:00,2016,4,26,21,54,Valid
2806,4/26/2016 22:00,2016,4,26,22,78,Valid
2807,4/26/2016 23:00,2016,4,26,23,73,Valid
2808,4/27/2016 0:00,2016,4,27,0,64,Valid
2809,4/27/2016 1:00,2016,4,27,1,79,Valid
2810,4/27/2016 2:00,2016,4,27,2,75,Valid
2811,4/27/2016 3:00,2016,4,27,3,90,Valid
2812,4/27/2016 4:00,2016,4,27,4,90,Valid
2813,4/27/2016 5:00,2016,4,27,5,87,Valid
2814,4/27/2016 6:00,2016,4,27,6,97,Valid
2815,4/27/2016 7:00,2016,4,27,7,88,Valid
2816,4/27/2016 8:00,2016,4,27,8,74,Valid
2817,4/27/2016 9:00,2016,4,27,9,72,Valid
2818,4/27/2016 10:00,2016,4,27,10,86,Valid
2819,4/27/2016 11:00,2016,4,27,11,91,Valid
2820,4/27/2016 12:00,2016,4,27,12,69,Valid
2821,4/27/2016 13:00,2016,4,27,13,75,Valid
2822,4/27/2016 14:00,2016,4,27,14,82,Valid
2823,4/27/2016 15:00,2016,4,27,15,79,Valid
2824,4/27/2016 16:00,2016,4,27,16,98,Valid
2825,4/27/2016 17:00,2016,4,27,17,90,Valid
2826,4/27/2016 18:00,2016,4,27,18,92,Valid
2827,4/27/2016 19:00,2016,4,27,19,89,Valid
2828,4/27/2016 20:00,2016,4,27,20,104,Valid
2829,4/27/2016 21:00,2016,4,27,21,118,Valid
2830,4/27/2016 22:00,2016,4,27,22,121,Valid
2831,4/27/2016 23:00,2016,4,27,23,137,Valid
2832,4/28/2016 0:00,2016,4,28,0,140,Valid
2833,4/28/2016 1:00,2016,4,28,1,136,Valid
2834,4/28/2016 2:00,2016,4,28,2,141,Valid
2835,4/28/2016 3:00,2016,4,28,3,135,Valid
2836,4/28/2016 4:00,2016,4,28,4,115,Valid
2837,4/28/2016 5:00,2016,4,28,5,103,Valid
2838,4/28/2016 6:00,2016,4,28,6,89,Valid
2839,4/28/2016 7:00,2016,4,28,7,73,Valid
2840,4/28/2016 8:00,2016,4,28,8,69,Valid
2841,4/28/2016 9:00,2016,4,28,9,77,Valid
2842,4/28/2016 10:00,2016,4,28,10,79,Valid
2843,4/28/2016 11:00,2016,4,28,11,69,Valid
2844,4/28/2016 12:00,2016,4,28,12,64,Valid
2845,4/28/2016 13:00,2016,4,28,13,76,Valid
2846,4/28/2016 14:00,2016,4,28,14,94,Valid
2847,4/28/2016 15:00,2016,4,28,15,63,Valid
2848,4/28/2016 16:00,2016,4,28,16,45,Valid
2849,4/28/2016 17:00,2016,4,28,17,52,Valid
2850,4/28/2016 18:00,2016,4,28,18,45,Valid
2851,4/28/2016 19:00,2016,4,28,19,50,Valid
2852,4/28/2016 20:00,2016,4,28,20,40,Valid
2853,4/28/2016 21:00,2016,4,28,21,42,Valid
2854,4/28/2016 22:00,2016,4,28,22,38,Valid
2855,4/28/2016 23:00,2016,4,28,23,33,Valid
2856,4/29/2016 0:00,2016,4,29,0,32,Valid
2857,4/29/2016 1:00,2016,4,29,1,33,Valid
2858,4/29/2016 2:00,2016,4,29,2,39,Valid
2859,4/29/2016 3:00,2016,4,29,3,33,Valid
2860,4/29/2016 4:00,2016,4,29,4,33,Valid
2861,4/29/2016 5:00,2016,4,29,5,34,Valid
2862,4/29/2016 6:00,2016,4,29,6,41,Valid
2863,4/29/2016 7:00,2016,4,29,7,56,Valid
2864,4/29/2016 8:00,2016,4,29,8,66,Valid
2865,4/29/2016 9:00,2016,4,29,9,77,Valid
2866,4/29/2016 10:00,2016,4,29,10,91,Valid
2867,4/29/2016 11:00,2016,4,29,11,111,Valid
2868,4/29/2016 12:00,2016,4,29,12,141,Valid
2869,4/29/2016 13:00,2016,4,29,13,377,Valid
2870,4/29/2016 14:00,2016,4,29,14,198,Valid
2871,4/29/2016 15:00,2016,4,29,15,145,Valid
2872,4/29/2016 16:00,2016,4,29,16,141,Valid
2873,4/29/2016 17:00,2016,4,29,17,149,Valid
2874,4/29/2016 18:00,2016,4,29,18,162,Valid
2875,4/29/2016 19:00,2016,4,29,19,246,Valid
2876,4/29/2016 20:00,2016,4,29,20,162,Valid
2877,4/29/2016 21:00,2016,4,29,21,175,Valid
2878,4/29/2016 22:00,2016,4,29,22,207,Valid
2879,4/29/2016 23:00,2016,4,29,23,213,Valid
2880,4/30/2016 0:00,2016,4,30,0,223,Valid
2881,4/30/2016 1:00,2016,4,30,1,228,Valid
2882,4/30/2016 2:00,2016,4,30,2,226,Valid
2883,4/30/2016 3:00,2016,4,30,3,224,Valid
2884,4/30/2016 4:00,2016,4,30,4,221,Valid
2885,4/30/2016 5:00,2016,4,30,5,209,Valid
2886,4/30/2016 6:00,2016,4,30,6,176,Valid
2887,4/30/2016 7:00,2016,4,30,7,159,Valid
2888,4/30/2016 8:00,2016,4,30,8,139,Valid
2889,4/30/2016 9:00,2016,4,30,9,132,Valid
2890,4/30/2016 10:00,2016,4,30,10,114,Valid
2891,4/30/2016 11:00,2016,4,30,11,118,Valid
2892,4/30/2016 12:00,2016,4,30,12,122,Valid
2893,4/30/2016 13:00,2016,4,30,13,117,Valid
2894,4/30/2016 14:00,2016,4,30,14,109,Valid
2895,4/30/2016 15:00,2016,4,30,15,79,Valid
2896,4/30/2016 16:00,2016,4,30,16,64,Valid
2897,4/30/2016 17:00,2016,4,30,17,78,Valid
2898,4/30/2016 18:00,2016,4,30,18,91,Valid
2899,4/30/2016 19:00,2016,4,30,19,100,Valid
2900,4/30/2016 20:00,2016,4,30,20,105,Valid
2901,4/30/2016 21:00,2016,4,30,21,113,Valid
2902,4/30/2016 22:00,2016,4,30,22,130,Valid
2903,4/30/2016 23:00,2016,4,30,23,148,Valid
2904,5/1/2016 0:00,2016,5,1,0,149,Valid
2905,5/1/2016 1:00,2016,5,1,1,154,Valid
2906,5/1/2016 2:00,2016,5,1,2,144,Valid
2907,5/1/2016 3:00,2016,5,1,3,165,Valid
2908,5/1/2016 4:00,2016,5,1,4,174,Valid
2909,5/1/2016 5:00,2016,5,1,5,178,Valid
2910,5/1/2016 6:00,2016,5,1,6,177,Valid
2911,5/1/2016 7:00,2016,5,1,7,167,Valid
2912,5/1/2016 8:00,2016,5,1,8,171,Valid
2913,5/1/2016 9:00,2016,5,1,9,164,Valid
2914,5/1/2016 10:00,2016,5,1,10,162,Valid
2915,5/1/2016 11:00,2016,5,1,11,174,Valid
2916,5/1/2016 12:00,2016,5,1,12,168,Valid
2917,5/1/2016 13:00,2016,5,1,13,168,Valid
2918,5/1/2016 14:00,2016,5,1,14,166,Valid
2919,5/1/2016 15:00,2016,5,1,15,161,Valid
2920,5/1/2016 16:00,2016,5,1,16,147,Valid
2921,5/1/2016 17:00,2016,5,1,17,153,Valid
2922,5/1/2016 18:00,2016,5,1,18,163,Valid
2923,5/1/2016 19:00,2016,5,1,19,187,Valid
2924,5/1/2016 20:00,2016,5,1,20,207,Valid
