,Date (LST),Year,Month,Day,Hour,Value,QC Name
4199,6/23/2016 23:00,2016,6,23,23,43,Valid
4200,6/24/2016 0:00,2016,6,24,0,44,Valid
4201,6/24/2016 1:00,2016,6,24,1,39,Valid
4202,6/24/2016 2:00,2016,6,24,2,44,Valid
4203,6/24/2016 3:00,2016,6,24,3,42,Valid
4204,6/24/2016 4:00,2016,6,24,4,17,Valid
4205,6/24/2016 5:00,2016,6,24,5,10,Valid
4206,6/24/2016 6:00,2016,6,24,6,7,Valid
4207,6/24/2016 7:00,2016,6,24,7,6,Valid
4208,6/24/2016 8:00,2016,6,24,8,5,Valid
4209,6/24/2016 9:00,2016,6,24,9,4,Valid
4210,6/24/2016 10:00,2016,6,24,10,7,Valid
4211,6/24/2016 11:00,2016,6,24,11,6,Valid
4212,6/24/2016 12:00,2016,6,24,12,4,Valid
4213,6/24/2016 13:00,2016,6,24,13,6,Valid
4214,6/24/2016 14:00,2016,6,24,14,6,Valid
4215,6/24/2016 15:00,2016,6,24,15,8,Valid
4216,6/24/2016 16:00,2016,6,24,16,6,Valid
4217,6/24/2016 17:00,2016,6,24,17,6,Valid
4218,6/24/2016 18:00,2016,6,24,18,9,Valid
4219,6/24/2016 19:00,2016,6,24,19,7,Valid
4220,6/24/2016 20:00,2016,6,24,20,8,Valid
4221,6/24/2016 21:00,2016,6,24,21,5,Valid
4222,6/24/2016 22:00,2016,6,24,22,3,Valid
4223,6/24/2016 23:00,2016,6,24,23,4,Valid
4224,6/25/2016 0:00,2016,6,25,0,2,Valid
4225,6/25/2016 1:00,2016,6,25,1,0,Valid
4226,6/25/2016 2:00,2016,6,25,2,0,Valid
4227,6/25/2016 3:00,2016,6,25,3,12,Valid
4228,6/25/2016 4:00,2016,6,25,4,8,Valid
4229,6/25/2016 5:00,2016,6,25,5,6,Valid
4230,6/25/2016 6:00,2016,6,25,6,6,Valid
4231,6/25/2016 7:00,2016,6,25,7,8,Valid
4232,6/25/2016 8:00,2016,6,25,8,7,Valid
4233,6/25/2016 9:00,2016,6,25,9,9,Valid
4234,6/25/2016 10:00,2016,6,25,10,8,Valid
4235,6/25/2016 11:00,2016,6,25,11,15,Valid
4236,6/25/2016 12:00,2016,6,25,12,11,Valid
4237,6/25/2016 13:00,2016,6,25,13,13,Valid
4238,6/25/2016 14:00,2016,6,25,14,15,Valid
4239,6/25/2016 15:00,2016,6,25,15,13,Valid
4240,6/25/2016 16:00,2016,6,25,16,14,Valid
4241,6/25/2016 17:00,2016,6,25,17,16,Valid
4242,6/25/2016 18:00,2016,6,25,18,28,Valid
4243,6/25/2016 19:00,2016,6,25,19,36,Valid
4244,6/25/2016 20:00,2016,6,25,20,49,Valid
4245,6/25/2016 21:00,2016,6,25,21,30,Valid
4246,6/25/2016 22:00,2016,6,25,22,29,Valid
4247,6/25/2016 23:00,2016,6,25,23,29,Valid
4248,6/26/2016 0:00,2016,6,26,0,29,Valid
4249,6/26/2016 1:00,2016,6,26,1,48,Valid
4250,6/26/2016 2:00,2016,6,26,2,53,Valid
4251,6/26/2016 3:00,2016,6,26,3,50,Valid
4252,6/26/2016 4:00,2016,6,26,4,47,Valid
4253,6/26/2016 5:00,2016,6,26,5,40,Valid
4254,6/26/2016 6:00,2016,6,26,6,32,Valid
4255,6/26/2016 7:00,2016,6,26,7,34,Valid
4256,6/26/2016 8:00,2016,6,26,8,29,Valid
4257,6/26/2016 9:00,2016,6,26,9,34,Valid
4258,6/26/2016 10:00,2016,6,26,10,33,Valid
4259,6/26/2016 11:00,2016,6,26,11,37,Valid
4260,6/26/2016 12:00,2016,6,26,12,45,Valid
4261,6/26/2016 13:00,2016,6,26,13,28,Valid
4262,6/26/2016 14:00,2016,6,26,14,17,Valid
4263,6/26/2016 15:00,2016,6,26,15,24,Valid
4264,6/26/2016 16:00,2016,6,26,16,38,Valid
4265,6/26/2016 17:00,2016,6,26,17,43,Valid
4266,6/26/2016 18:00,2016,6,26,18,38,Valid
4267,6/26/2016 19:00,2016,6,26,19,38,Valid
4268,6/26/2016 20:00,2016,6,26,20,38,Valid
4269,6/26/2016 21:00,2016,6,26,21,40,Valid
4270,6/26/2016 22:00,2016,6,26,22,39,Valid
4271,6/26/2016 23:00,2016,6,26,23,36,Valid
4272,6/27/2016 0:00,2016,6,27,0,39,Valid
4273,6/27/2016 1:00,2016,6,27,1,40,Valid
4274,6/27/2016 2:00,2016,6,27,2,48,Valid
4275,6/27/2016 3:00,2016,6,27,3,47,Valid
4276,6/27/2016 4:00,2016,6,27,4,50,Valid
4277,6/27/2016 5:00,2016,6,27,5,61,Valid
4278,6/27/2016 6:00,2016,6,27,6,58,Valid
4279,6/27/2016 7:00,2016,6,27,7,62,Valid
4280,6/27/2016 8:00,2016,6,27,8,50,Valid
4281,6/27/2016 9:00,2016,6,27,9,48,Valid
4282,6/27/2016 10:00,2016,6,27,10,52,Valid
4284,6/27/2016 12:00,2016,6,27,12,48,Valid
4285,6/27/2016 13:00,2016,6,27,13,74,Valid
4286,6/27/2016 14:00,2016,6,27,14,66,Valid
4287,6/27/2016 15:00,2016,6,27,15,65,Valid
4288,6/27/2016 16:00,2016,6,27,16,59,Valid
4289,6/27/2016 17:00,2016,6,27,17,71,Valid
4290,6/27/2016 18:00,2016,6,27,18,56,Valid
4291,6/27/2016 19:00,2016,6,27,19,40,Valid
4292,6/27/2016 20:00,2016,6,27,20,42,Valid
4293,6/27/2016 21:00,2016,6,27,21,45,Valid
4294,6/27/2016 22:00,2016,6,27,22,42,Valid
4295,6/27/2016 23:00,2016,6,27,23,56,Valid
4296,6/28/2016 0:00,2016,6,28,0,59,Valid
4297,6/28/2016 1:00,2016,6,28,1,74,Valid
4298,6/28/2016 2:00,2016,6,28,2,77,Valid
4299,6/28/2016 3:00,2016,6,28,3,76,Valid
4300,6/28/2016 4:00,2016,6,28,4,71,Valid
4301,6/28/2016 5:00,2016,6,28,5,64,Valid
4302,6/28/2016 6:00,2016,6,28,6,43,Valid
4303,6/28/2016 7:00,2016,6,28,7,26,Valid
4304,6/28/2016 8:00,2016,6,28,8,24,Valid
4306,6/28/2016 10:00,2016,6,28,10,48,Valid
4307,6/28/2016 11:00,2016,6,28,11,57,Valid
4308,6/28/2016 12:00,2016,6,28,12,63,Valid
4309,6/28/2016 13:00,2016,6,28,13,74,Valid
4310,6/28/2016 14:00,2016,6,28,14,66,Valid
4311,6/28/2016 15:00,2016,6,28,15,88,Valid
4312,6/28/2016 16:00,2016,6,28,16,98,Valid
4313,6/28/2016 17:00,2016,6,28,17,109,Valid
4314,6/28/2016 18:00,2016,6,28,18,112,Valid
4315,6/28/2016 19:00,2016,6,28,19,121,Valid
4316,6/28/2016 20:00,2016,6,28,20,126,Valid
4317,6/28/2016 21:00,2016,6,28,21,134,Valid
4318,6/28/2016 22:00,2016,6,28,22,104,Valid
4319,6/28/2016 23:00,2016,6,28,23,100,Valid
4320,6/29/2016 0:00,2016,6,29,0,97,Valid
4321,6/29/2016 1:00,2016,6,29,1,93,Valid
4322,6/29/2016 2:00,2016,6,29,2,93,Valid
4323,6/29/2016 3:00,2016,6,29,3,107,Valid
4324,6/29/2016 4:00,2016,6,29,4,103,Valid
4325,6/29/2016 5:00,2016,6,29,5,112,Valid
4326,6/29/2016 6:00,2016,6,29,6,112,Valid
4327,6/29/2016 7:00,2016,6,29,7,121,Valid
4328,6/29/2016 8:00,2016,6,29,8,108,Valid
4329,6/29/2016 9:00,2016,6,29,9,116,Valid
4330,6/29/2016 10:00,2016,6,29,10,86,Valid
4331,6/29/2016 11:00,2016,6,29,11,81,Valid
4332,6/29/2016 12:00,2016,6,29,12,91,Valid
4333,6/29/2016 13:00,2016,6,29,13,83,Valid
4334,6/29/2016 14:00,2016,6,29,14,70,Valid
4335,6/29/2016 15:00,2016,6,29,15,77,Valid
4336,6/29/2016 16:00,2016,6,29,16,89,Valid
4337,6/29/2016 17:00,2016,6,29,17,97,Valid
4338,6/29/2016 18:00,2016,6,29,18,124,Valid
4339,6/29/2016 19:00,2016,6,29,19,135,Valid
4340,6/29/2016 20:00,2016,6,29,20,148,Valid
4341,6/29/2016 21:00,2016,6,29,21,148,Valid
4342,6/29/2016 22:00,2016,6,29,22,100,Valid
4343,6/29/2016 23:00,2016,6,29,23,74,Valid
4344,6/30/2016 0:00,2016,6,30,0,73,Valid
4345,6/30/2016 1:00,2016,6,30,1,50,Valid
4346,6/30/2016 2:00,2016,6,30,2,47,Valid
4347,6/30/2016 3:00,2016,6,30,3,53,Valid
4348,6/30/2016 4:00,2016,6,30,4,46,Valid
4349,6/30/2016 5:00,2016,6,30,5,48,Valid
4350,6/30/2016 6:00,2016,6,30,6,49,Valid
4351,6/30/2016 7:00,2016,6,30,7,54,Valid
4352,6/30/2016 8:00,2016,6,30,8,61,Valid
4353,6/30/2016 9:00,2016,6,30,9,52,Valid
4354,6/30/2016 10:00,2016,6,30,10,40,Valid
4355,6/30/2016 11:00,2016,6,30,11,38,Valid
4356,6/30/2016 12:00,2016,6,30,12,35,Valid
4357,6/30/2016 13:00,2016,6,30,13,36,Valid
4358,6/30/2016 14:00,2016,6,30,14,22,Valid
4359,6/30/2016 15:00,2016,6,30,15,26,Valid
4360,6/30/2016 16:00,2016,6,30,16,26,Valid
4361,6/30/2016 17:00,2016,6,30,17,38,Valid
4362,6/30/2016 18:00,2016,6,30,18,39,Valid
4363,6/30/2016 19:00,2016,6,30,19,62,Valid
4364,6/30/2016 20:00,2016,6,30,20,84,Valid
4365,6/30/2016 21:00,2016,6,30,21,102,Valid
4366,6/30/2016 22:00,2016,6,30,22,102,Valid
4367,6/30/2016 23:00,2016,6,30,23,11,Valid
4368,7/1/2016 0:00,2016,7,1,0,6,Valid
4369,7/1/2016 1:00,2016,7,1,1,6,Valid
4370,7/1/2016 2:00,2016,7,1,2,8,Valid
4371,7/1/2016 3:00,2016,7,1,3,6,Valid
4372,7/1/2016 4:00,2016,7,1,4,9,Valid
4373,7/1/2016 5:00,2016,7,1,5,9,Valid
4374,7/1/2016 6:00,2016,7,1,6,13,Valid
4375,7/1/2016 7:00,2016,7,1,7,8,Valid
4376,7/1/2016 8:00,2016,7,1,8,6,Valid
4377,7/1/2016 9:00,2016,7,1,9,4,Valid
4378,7/1/2016 10:00,2016,7,1,10,9,Valid
4379,7/1/2016 11:00,2016,7,1,11,8,Valid
4380,7/1/2016 12:00,2016,7,1,12,15,Valid
4381,7/1/2016 13:00,2016,7,1,13,1,Valid
4382,7/1/2016 14:00,2016,7,1,14,8,Valid
4383,7/1/2016 15:00,2016,7,1,15,7,Valid
4384,7/1/2016 16:00,2016,7,1,16,5,Valid
4385,7/1/2016 17:00,2016,7,1,17,10,Valid
4386,7/1/2016 18:00,2016,7,1,18,27,Valid
4387,7/1/2016 19:00,2016,7,1,19,25,Valid
4388,7/1/2016 20:00,2016,7,1,20,22,Valid
4389,7/1/2016 21:00,2016,7,1,21,24,Valid
4390,7/1/2016 22:00,2016,7,1,22,21,Valid
4391,7/1/2016 23:00,2016,7,1,23,19,Valid
4392,7/2/2016 0:00,2016,7,2,0,22,Valid
4393,7/2/2016 1:00,2016,7,2,1,28,Valid
4394,7/2/2016 2:00,2016,7,2,2,39,Valid
4395,7/2/2016 3:00,2016,7,2,3,43,Valid
4396,7/2/2016 4:00,2016,7,2,4,59,Valid
4397,7/2/2016 5:00,2016,7,2,5,93,Valid
4398,7/2/2016 6:00,2016,7,2,6,99,Valid
4399,7/2/2016 7:00,2016,7,2,7,102,Valid
4400,7/2/2016 8:00,2016,7,2,8,72,Valid
4401,7/2/2016 9:00,2016,7,2,9,52,Valid
4402,7/2/2016 10:00,2016,7,2,10,44,Valid
4403,7/2/2016 11:00,2016,7,2,11,54,Valid
4404,7/2/2016 12:00,2016,7,2,12,41,Valid
4405,7/2/2016 13:00,2016,7,2,13,35,Valid
4406,7/2/2016 14:00,2016,7,2,14,18,Valid
4407,7/2/2016 15:00,2016,7,2,15,14,Valid
4408,7/2/2016 16:00,2016,7,2,16,16,Valid
4409,7/2/2016 17:00,2016,7,2,17,22,Valid
4410,7/2/2016 18:00,2016,7,2,18,16,Valid
4411,7/2/2016 19:00,2016,7,2,19,19,Valid
4412,7/2/2016 20:00,2016,7,2,20,33,Valid
4413,7/2/2016 21:00,2016,7,2,21,37,Valid
4414,7/2/2016 22:00,2016,7,2,22,37,Valid
4415,7/2/2016 23:00,2016,7,2,23,45,Valid
4416,7/3/2016 0:00,2016,7,3,0,52,Valid
4417,7/3/2016 1:00,2016,7,3,1,57,Valid
4418,7/3/2016 2:00,2016,7,3,2,57,Valid
4419,7/3/2016 3:00,2016,7,3,3,67,Valid
4420,7/3/2016 4:00,2016,7,3,4,67,Valid
4421,7/3/2016 5:00,2016,7,3,5,63,Valid
4422,7/3/2016 6:00,2016,7,3,6,79,Valid
4423,7/3/2016 7:00,2016,7,3,7,75,Valid
4424,7/3/2016 8:00,2016,7,3,8,75,Valid
4425,7/3/2016 9:00,2016,7,3,9,64,Valid
4426,7/3/2016 10:00,2016,7,3,10,63,Valid
4427,7/3/2016 11:00,2016,7,3,11,70,Valid
4428,7/3/2016 12:00,2016,7,3,12,55,Valid
4429,7/3/2016 13:00,2016,7,3,13,54,Valid
4430,7/3/2016 14:00,2016,7,3,14,57,Valid
4431,7/3/2016 15:00,2016,7,3,15,49,Valid
4432,7/3/2016 16:00,2016,7,3,16,66,Valid
4433,7/3/2016 17:00,2016,7,3,17,76,Valid
4434,7/3/2016 18:00,2016,7,3,18,77,Valid
4435,7/3/2016 19:00,2016,7,3,19,74,Valid
4436,7/3/2016 20:00,2016,7,3,20,92,Valid
4437,7/3/2016 21:00,2016,7,3,21,114,Valid
4438,7/3/2016 22:00,2016,7,3,22,134,Valid
4439,7/3/2016 23:00,2016,7,3,23,147,Valid
4440,7/4/2016 0:00,2016,7,4,0,153,Valid
4441,7/4/2016 1:00,2016,7,4,1,163,Valid
4442,7/4/2016 2:00,2016,7,4,2,238,Valid
4443,7/4/2016 3:00,2016,7,4,3,251,Valid
4444,7/4/2016 4:00,2016,7,4,4,252,Valid
4445,7/4/2016 5:00,2016,7,4,5,223,Valid
4446,7/4/2016 6:00,2016,7,4,6,192,Valid
4447,7/4/2016 7:00,2016,7,4,7,153,Valid
4448,7/4/2016 8:00,2016,7,4,8,114,Valid
4449,7/4/2016 9:00,2016,7,4,9,90,Valid
4450,7/4/2016 10:00,2016,7,4,10,84,Valid
4451,7/4/2016 11:00,2016,7,4,11,85,Valid
4452,7/4/2016 12:00,2016,7,4,12,80,Valid
4453,7/4/2016 13:00,2016,7,4,13,85,Valid
4454,7/4/2016 14:00,2016,7,4,14,95,Valid
4455,7/4/2016 15:00,2016,7,4,15,88,Valid
4456,7/4/2016 16:00,2016,7,4,16,85,Valid
4457,7/4/2016 17:00,2016,7,4,17,84,Valid
4458,7/4/2016 18:00,2016,7,4,18,87,Valid
4459,7/4/2016 19:00,2016,7,4,19,79,Valid
4460,7/4/2016 20:00,2016,7,4,20,59,Valid
4461,7/4/2016 21:00,2016,7,4,21,45,Valid
4462,7/4/2016 22:00,2016,7,4,22,57,Valid
4463,7/4/2016 23:00,2016,7,4,23,71,Valid
4464,7/5/2016 0:00,2016,7,5,0,105,Valid
4465,7/5/2016 1:00,2016,7,5,1,108,Valid
4466,7/5/2016 2:00,2016,7,5,2,97,Valid
4467,7/5/2016 3:00,2016,7,5,3,111,Valid
4468,7/5/2016 4:00,2016,7,5,4,128,Valid
4469,7/5/2016 5:00,2016,7,5,5,125,Valid
4470,7/5/2016 6:00,2016,7,5,6,127,Valid
4471,7/5/2016 7:00,2016,7,5,7,102,Valid
4472,7/5/2016 8:00,2016,7,5,8,73,Valid
4473,7/5/2016 9:00,2016,7,5,9,53,Valid
4474,7/5/2016 10:00,2016,7,5,10,53,Valid
4475,7/5/2016 11:00,2016,7,5,11,55,Valid
4476,7/5/2016 12:00,2016,7,5,12,56,Valid
4477,7/5/2016 13:00,2016,7,5,13,61,Valid
4478,7/5/2016 14:00,2016,7,5,14,62,Valid
4479,7/5/2016 15:00,2016,7,5,15,61,Valid
4480,7/5/2016 16:00,2016,7,5,16,59,Valid
4481,7/5/2016 17:00,2016,7,5,17,66,Valid
4482,7/5/2016 18:00,2016,7,5,18,68,Valid
4483,7/5/2016 19:00,2016,7,5,19,72,Valid
4484,7/5/2016 20:00,2016,7,5,20,84,Valid
4485,7/5/2016 21:00,2016,7,5,21,82,Valid
4486,7/5/2016 22:00,2016,7,5,22,88,Valid
4487,7/5/2016 23:00,2016,7,5,23,81,Valid
4488,7/6/2016 0:00,2016,7,6,0,60,Valid
4489,7/6/2016 1:00,2016,7,6,1,50,Valid
4490,7/6/2016 2:00,2016,7,6,2,42,Valid
4491,7/6/2016 3:00,2016,7,6,3,41,Valid
4492,7/6/2016 4:00,2016,7,6,4,50,Valid
4493,7/6/2016 5:00,2016,7,6,5,50,Valid
4494,7/6/2016 6:00,2016,7,6,6,52,Valid
4495,7/6/2016 7:00,2016,7,6,7,56,Valid
4496,7/6/2016 8:00,2016,7,6,8,53,Valid
4497,7/6/2016 9:00,2016,7,6,9,64,Valid
4498,7/6/2016 10:00,2016,7,6,10,71,Valid
4499,7/6/2016 11:00,2016,7,6,11,70,Valid
4500,7/6/2016 12:00,2016,7,6,12,68,Valid
4501,7/6/2016 13:00,2016,7,6,13,59,Valid
4502,7/6/2016 14:00,2016,7,6,14,47,Valid
4503,7/6/2016 15:00,2016,7,6,15,43,Valid
4504,7/6/2016 16:00,2016,7,6,16,38,Valid
4505,7/6/2016 17:00,2016,7,6,17,44,Valid
4506,7/6/2016 18:00,2016,7,6,18,48,Valid
4507,7/6/2016 19:00,2016,7,6,19,48,Valid
4508,7/6/2016 20:00,2016,7,6,20,62,Valid
4509,7/6/2016 21:00,2016,7,6,21,74,Valid
4510,7/6/2016 22:00,2016,7,6,22,89,Valid
4511,7/6/2016 23:00,2016,7,6,23,80,Valid
4512,7/7/2016 0:00,2016,7,7,0,74,Valid
4513,7/7/2016 1:00,2016,7,7,1,83,Valid
4514,7/7/2016 2:00,2016,7,7,2,85,Valid
4515,7/7/2016 3:00,2016,7,7,3,92,Valid
4516,7/7/2016 4:00,2016,7,7,4,126,Valid
4517,7/7/2016 5:00,2016,7,7,5,127,Valid
4518,7/7/2016 6:00,2016,7,7,6,90,Valid
4519,7/7/2016 7:00,2016,7,7,7,82,Valid
4520,7/7/2016 8:00,2016,7,7,8,79,Valid
4521,7/7/2016 9:00,2016,7,7,9,78,Valid
4522,7/7/2016 10:00,2016,7,7,10,86,Valid
4523,7/7/2016 11:00,2016,7,7,11,92,Valid
4524,7/7/2016 12:00,2016,7,7,12,97,Valid
4525,7/7/2016 13:00,2016,7,7,13,96,Valid
4526,7/7/2016 14:00,2016,7,7,14,96,Valid
4527,7/7/2016 15:00,2016,7,7,15,98,Valid
4528,7/7/2016 16:00,2016,7,7,16,108,Valid
4529,7/7/2016 17:00,2016,7,7,17,105,Valid
4530,7/7/2016 18:00,2016,7,7,18,114,Valid
4531,7/7/2016 19:00,2016,7,7,19,88,Valid
4532,7/7/2016 20:00,2016,7,7,20,76,Valid
4533,7/7/2016 21:00,2016,7,7,21,72,Valid
4534,7/7/2016 22:00,2016,7,7,22,69,Valid
4535,7/7/2016 23:00,2016,7,7,23,59,Valid
4536,7/8/2016 0:00,2016,7,8,0,51,Valid
4537,7/8/2016 1:00,2016,7,8,1,52,Valid
4538,7/8/2016 2:00,2016,7,8,2,51,Valid
4539,7/8/2016 3:00,2016,7,8,3,54,Valid
4540,7/8/2016 4:00,2016,7,8,4,57,Valid
4541,7/8/2016 5:00,2016,7,8,5,59,Valid
4542,7/8/2016 6:00,2016,7,8,6,64,Valid
4543,7/8/2016 7:00,2016,7,8,7,61,Valid
4544,7/8/2016 8:00,2016,7,8,8,61,Valid
4545,7/8/2016 9:00,2016,7,8,9,68,Valid
4546,7/8/2016 10:00,2016,7,8,10,80,Valid
4547,7/8/2016 11:00,2016,7,8,11,77,Valid
4548,7/8/2016 12:00,2016,7,8,12,89,Valid
4549,7/8/2016 13:00,2016,7,8,13,95,Valid
4550,7/8/2016 14:00,2016,7,8,14,99,Valid
4551,7/8/2016 15:00,2016,7,8,15,87,Valid
4552,7/8/2016 16:00,2016,7,8,16,96,Valid
4553,7/8/2016 17:00,2016,7,8,17,86,Valid
4554,7/8/2016 18:00,2016,7,8,18,85,Valid
4555,7/8/2016 19:00,2016,7,8,19,89,Valid
4556,7/8/2016 20:00,2016,7,8,20,89,Valid
4557,7/8/2016 21:00,2016,7,8,21,43,Valid
4558,7/8/2016 22:00,2016,7,8,22,34,Valid
4559,7/8/2016 23:00,2016,7,8,23,34,Valid
4560,7/9/2016 0:00,2016,7,9,0,36,Valid
4561,7/9/2016 1:00,2016,7,9,1,51,Valid
4562,7/9/2016 2:00,2016,7,9,2,51,Valid
4563,7/9/2016 3:00,2016,7,9,3,58,Valid
4564,7/9/2016 4:00,2016,7,9,4,58,Valid
4565,7/9/2016 5:00,2016,7,9,5,61,Valid
4566,7/9/2016 6:00,2016,7,9,6,69,Valid
4567,7/9/2016 7:00,2016,7,9,7,68,Valid
4568,7/9/2016 8:00,2016,7,9,8,69,Valid
4569,7/9/2016 9:00,2016,7,9,9,57,Valid
4570,7/9/2016 10:00,2016,7,9,10,57,Valid
4571,7/9/2016 11:00,2016,7,9,11,65,Valid
4572,7/9/2016 12:00,2016,7,9,12,78,Valid
4573,7/9/2016 13:00,2016,7,9,13,76,Valid
4574,7/9/2016 14:00,2016,7,9,14,66,Valid
4575,7/9/2016 15:00,2016,7,9,15,62,Valid
4576,7/9/2016 16:00,2016,7,9,16,62,Valid
4577,7/9/2016 17:00,2016,7,9,17,69,Valid
4578,7/9/2016 18:00,2016,7,9,18,60,Valid
4579,7/9/2016 19:00,2016,7,9,19,66,Valid
4580,7/9/2016 20:00,2016,7,9,20,76,Valid
4581,7/9/2016 21:00,2016,7,9,21,91,Valid
4582,7/9/2016 22:00,2016,7,9,22,77,Valid
4583,7/9/2016 23:00,2016,7,9,23,73,Valid
4584,7/10/2016 0:00,2016,7,10,0,65,Valid
4585,7/10/2016 1:00,2016,7,10,1,63,Valid
4586,7/10/2016 2:00,2016,7,10,2,88,Valid
4587,7/10/2016 3:00,2016,7,10,3,93,Valid
4588,7/10/2016 4:00,2016,7,10,4,107,Valid
4589,7/10/2016 5:00,2016,7,10,5,106,Valid
4590,7/10/2016 6:00,2016,7,10,6,109,Valid
4591,7/10/2016 7:00,2016,7,10,7,101,Valid
4592,7/10/2016 8:00,2016,7,10,8,91,Valid
4593,7/10/2016 9:00,2016,7,10,9,92,Valid
4594,7/10/2016 10:00,2016,7,10,10,67,Valid
4595,7/10/2016 11:00,2016,7,10,11,50,Valid
4596,7/10/2016 12:00,2016,7,10,12,45,Valid
4597,7/10/2016 13:00,2016,7,10,13,38,Valid
4598,7/10/2016 14:00,2016,7,10,14,35,Valid
4599,7/10/2016 15:00,2016,7,10,15,45,Valid
4600,7/10/2016 16:00,2016,7,10,16,37,Valid
4601,7/10/2016 17:00,2016,7,10,17,45,Valid
4602,7/10/2016 18:00,2016,7,10,18,45,Valid
4603,7/10/2016 19:00,2016,7,10,19,43,Valid
4604,7/10/2016 20:00,2016,7,10,20,39,Valid
4605,7/10/2016 21:00,2016,7,10,21,47,Valid
4606,7/10/2016 22:00,2016,7,10,22,43,Valid
4607,7/10/2016 23:00,2016,7,10,23,39,Valid
4608,7/11/2016 0:00,2016,7,11,0,48,Valid
4609,7/11/2016 1:00,2016,7,11,1,55,Valid
4610,7/11/2016 2:00,2016,7,11,2,72,Valid
4611,7/11/2016 3:00,2016,7,11,3,70,Valid
4612,7/11/2016 4:00,2016,7,11,4,76,Valid
4613,7/11/2016 5:00,2016,7,11,5,78,Valid
4614,7/11/2016 6:00,2016,7,11,6,77,Valid
4615,7/11/2016 7:00,2016,7,11,7,88,Valid
4616,7/11/2016 8:00,2016,7,11,8,82,Valid
4617,7/11/2016 9:00,2016,7,11,9,88,Valid
4618,7/11/2016 10:00,2016,7,11,10,80,Valid
4619,7/11/2016 11:00,2016,7,11,11,69,Valid
4620,7/11/2016 12:00,2016,7,11,12,76,Valid
4621,7/11/2016 13:00,2016,7,11,13,66,Valid
4622,7/11/2016 14:00,2016,7,11,14,85,Valid
4623,7/11/2016 15:00,2016,7,11,15,69,Valid
4624,7/11/2016 16:00,2016,7,11,16,64,Valid
4625,7/11/2016 17:00,2016,7,11,17,72,Valid
4626,7/11/2016 18:00,2016,7,11,18,82,Valid
4627,7/11/2016 19:00,2016,7,11,19,67,Valid
4628,7/11/2016 20:00,2016,7,11,20,64,Valid
4629,7/11/2016 21:00,2016,7,11,21,61,Valid
4630,7/11/2016 22:00,2016,7,11,22,50,Valid
4631,7/11/2016 23:00,2016,7,11,23,44,Valid
4632,7/12/2016 0:00,2016,7,12,0,39,Valid
4633,7/12/2016 1:00,2016,7,12,1,43,Valid
4634,7/12/2016 2:00,2016,7,12,2,51,Valid
4635,7/12/2016 3:00,2016,7,12,3,53,Valid
4636,7/12/2016 4:00,2016,7,12,4,58,Valid
4637,7/12/2016 5:00,2016,7,12,5,55,Valid
4638,7/12/2016 6:00,2016,7,12,6,58,Valid
4639,7/12/2016 7:00,2016,7,12,7,59,Valid
4640,7/12/2016 8:00,2016,7,12,8,42,Valid
4641,7/12/2016 9:00,2016,7,12,9,21,Valid
4642,7/12/2016 10:00,2016,7,12,10,21,Valid
4643,7/12/2016 11:00,2016,7,12,11,22,Valid
4644,7/12/2016 12:00,2016,7,12,12,8,Valid
4645,7/12/2016 13:00,2016,7,12,13,12,Valid
4646,7/12/2016 14:00,2016,7,12,14,12,Valid
4647,7/12/2016 15:00,2016,7,12,15,9,Valid
4648,7/12/2016 16:00,2016,7,12,16,6,Valid
4649,7/12/2016 17:00,2016,7,12,17,9,Valid
4650,7/12/2016 18:00,2016,7,12,18,5,Valid
4651,7/12/2016 19:00,2016,7,12,19,6,Valid
4652,7/12/2016 20:00,2016,7,12,20,8,Valid
4653,7/12/2016 21:00,2016,7,12,21,9,Valid
4654,7/12/2016 22:00,2016,7,12,22,7,Valid
4655,7/12/2016 23:00,2016,7,12,23,10,Valid
4656,7/13/2016 0:00,2016,7,13,0,11,Valid
4657,7/13/2016 1:00,2016,7,13,1,16,Valid
4658,7/13/2016 2:00,2016,7,13,2,21,Valid
4659,7/13/2016 3:00,2016,7,13,3,23,Valid
4660,7/13/2016 4:00,2016,7,13,4,25,Valid
4661,7/13/2016 5:00,2016,7,13,5,27,Valid
4662,7/13/2016 6:00,2016,7,13,6,25,Valid
4663,7/13/2016 7:00,2016,7,13,7,17,Valid
4664,7/13/2016 8:00,2016,7,13,8,16,Valid
4665,7/13/2016 9:00,2016,7,13,9,11,Valid
4666,7/13/2016 10:00,2016,7,13,10,7,Valid
4667,7/13/2016 11:00,2016,7,13,11,12,Valid
4668,7/13/2016 12:00,2016,7,13,12,9,Valid
4669,7/13/2016 13:00,2016,7,13,13,11,Valid
4670,7/13/2016 14:00,2016,7,13,14,17,Valid
4671,7/13/2016 15:00,2016,7,13,15,8,Valid
4672,7/13/2016 16:00,2016,7,13,16,13,Valid
4673,7/13/2016 17:00,2016,7,13,17,20,Valid
4674,7/13/2016 18:00,2016,7,13,18,20,Valid
4675,7/13/2016 19:00,2016,7,13,19,23,Valid
4676,7/13/2016 20:00,2016,7,13,20,27,Valid
4677,7/13/2016 21:00,2016,7,13,21,27,Valid
4678,7/13/2016 22:00,2016,7,13,22,28,Valid
4679,7/13/2016 23:00,2016,7,13,23,36,Valid
4680,7/14/2016 0:00,2016,7,14,0,21,Valid
4681,7/14/2016 1:00,2016,7,14,1,22,Valid
